order_id,seller_id,shipping_limit_date,price,freight_value,product_id,product_category_name,customer_id,order_status,order_purchase_timestamp,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
00018f77f2f0320c557190d7a144bdd3,dd7ddc04e1b6c2c614352b383efe2d36,2017-05-03T11:05:13.000Z,239.9,19.93,e5f2d52b802189ee658865ca93d83a8f,pet_shop,f6dd3ec061db4e3987629fe6b26e5cce,delivered,2017-04-26T10:53:06.000Z,2017-05-04T14:35:00.000Z,2017-05-12T16:04:24.000Z,2017-05-15T00:00:00.000Z
00042b26cf59d7ce69dfabb4e55b4fd9,df560393f3a51e74553ab94004ba5c87,2017-02-13T13:57:51.000Z,199.9,18.14,ac6c3623068f30de03045865e4e10089,ferramentas_jardim,58dbd0b2d70206bf40e62cd34e84d795,delivered,2017-02-04T13:57:51.000Z,2017-02-16T09:46:09.000Z,2017-03-01T16:42:31.000Z,2017-03-17T00:00:00.000Z
0005a1a1728c9d785b8e2b08b904576c,a416b6a846a11724393025641d4edd5e,2018-03-26T18:31:29.000Z,145.95,11.65,310ae3c140ff94b03219ad0adc3c778f,beleza_saude,16150771dfd4776261284213b89c304e,delivered,2018-03-19T18:40:33.000Z,2018-03-28T00:37:42.000Z,2018-03-29T18:17:31.000Z,2018-03-29T00:00:00.000Z
0014ae671de39511f7575066200733b7,92eb0f42c21942b6552362b9b114707d,2017-05-29T03:15:24.000Z,16.5,14.1,23365beed316535b4105bd800c46670e,telefonia,41065d9dcea52218c3943d2eed072b97,delivered,2017-05-22T13:49:03.000Z,2017-05-29T09:04:02.000Z,2017-06-07T13:52:52.000Z,2017-06-13T00:00:00.000Z
0030ff924c38549807645976adeef2c0,855668e0971d4dfd7bef1b6a4133b41b,2018-04-06T17:10:21.000Z,225.0,67.24,bd7cab8de4d7943286634023cc06f8ff,bebes,c46e1af5a15417246a9c5e81ac964358,delivered,2018-03-25T16:52:27.000Z,2018-04-07T01:18:33.000Z,2018-04-16T15:39:49.000Z,2018-04-20T00:00:00.000Z
003a7f59d7e08a9c61d9e2881fe6459c,b410bdd36d5db7a65dcd42b7ead933b8,2018-08-22T11:49:46.000Z,119.0,15.28,a4d286543a67e29c930c99cbd7a55a8f,utilidades_domesticas,f7838e5eeb3271df42376952e651e403,delivered,2018-08-19T12:51:50.000Z,2018-08-22T12:04:00.000Z,2018-08-27T22:32:15.000Z,2018-08-29T00:00:00.000Z
003d0634280ff3d1d3a54459349a6899,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-22T18:08:43.000Z,220.0,8.89,db886bd83f6a076a2caeb7fd02722c35,informatica_acessorios,cca819156e50623e9d3762ebeee308dc,delivered,2018-03-17T17:50:30.000Z,2018-03-23T19:24:35.000Z,2018-03-27T22:34:57.000Z,2018-03-29T00:00:00.000Z
003edccf16bc5ec447f592913b3df2b4,ef506c96320abeedfb894c34db06f478,2018-07-12T10:15:21.000Z,14.0,50.85,500870614ddcf5bd84f7d26861026c8a,telefonia,ab3642244247c0c638253fe68ee4c345,delivered,2018-07-07T09:02:51.000Z,2018-07-13T14:11:00.000Z,2018-08-02T23:07:33.000Z,2018-08-03T00:00:00.000Z
00471463a6106056c1a2a809f70de640,7c67e1448b00f6e969d365cea6b010ab,2017-10-03T22:46:14.000Z,179.99,85.97,9df0e8a7eef2a38b74e6d5c0e224b11f,moveis_decoracao,fcad74a7e0dff27c33e36cbd78280bf9,delivered,2017-09-21T22:00:44.000Z,2017-10-04T14:45:15.000Z,2017-10-12T12:29:59.000Z,2017-10-20T00:00:00.000Z
005e5166e99d1e4d0c4f808b0540ba94,e9bc59e7b60fc3063eb2290deda4cced,2018-03-01T02:09:02.000Z,120.1,16.6,03bb24d19ea7449ce170e0888d830707,informatica_acessorios,0f2a7baf176f693c27c891360da9ef2c,delivered,2018-02-21T11:37:24.000Z,2018-03-08T01:10:21.000Z,2018-03-27T21:14:59.000Z,2018-03-15T00:00:00.000Z
